vote_average,revenue_average,count,genre,year,month,day,date
8.0,2500000.0,1,Drama,1944,4,1,1944-04
6.6,0.0,1,Mystery,1944,5,1,1944-05
7.05,4075000.0,4,Drama,1944,5,1,1944-05
7.0,0.0,1,Unknown,1944,5,1,1944-05
6.3,0.0,1,Comedy,1944,5,1,1944-05
5.0,0.0,1,Adventure,1944,5,1,1944-05
6.7,0.0,1,War,1944,6,1,1944-06
6.6,0.0,1,Comedy,1944,6,1,1944-06
6.3,0.0,1,Thriller,1944,6,1,1944-06
6.8,0.0,1,Drama,1944,6,1,1944-06
6.9,0.0,1,Horror,1944,7,1,1944-07
6.3,0.0,1,Drama,1944,7,1,1944-07
6.45,3446000.0,2,Comedy,1944,7,1,1944-07
6.2,0.0,1,Animation,1944,7,1,1944-07
6.1,0.0,1,Thriller,1944,7,1,1944-07
6.9,0.0,1,Thriller,1944,8,1,1944-08
5.5,2000000.0,1,Romance,1944,8,1,1944-08
7.074999999999999,0.0,4,Comedy,1944,8,1,1944-08
7.1,0.0,1,War,1944,8,1,1944-08
6.2,0.0,1,Romance,1944,9,1,1944-09
7.4,0.0,1,Comedy,1944,9,1,1944-09
6.5,0.0,1,Animation,1944,9,1,1944-09
7.6,3650000.0,1,War,1944,10,1,1944-10
7.0,0.0,1,Horror,1944,10,1,1944-10
6.5,0.0,1,Crime,1944,10,1,1944-10
7.06,400000.0,5,Drama,1944,10,1,1944-10
6.5,0.0,1,Romance,1944,11,1,1944-11
8.0,0.0,1,Mystery,1944,11,1,1944-11
6.5,0.0,1,History,1944,11,1,1944-11
7.25,0.0,2,Drama,1944,11,1,1944-11
6.8,0.0,1,Comedy,1944,11,1,1944-11
6.666666666666667,0.0,3,Comedy,1944,12,1,1944-12
6.2,0.0,1,Fantasy,1944,12,1,1944-12
6.9,0.0,1,Horror,1944,12,1,1944-12
8.5,0.0,1,Music,1944,12,1,1944-12
7.2,0.0,1,Crime,1944,12,1,1944-12
7.225,0.0,4,Drama,1944,12,1,1944-12
6.4,0.0,1,Comedy,1945,1,1,1945-01
7.0,0.0,1,Unknown,1945,1,1,1945-01
6.3,0.0,1,Music,1945,1,1,1945-01
6.3,0.0,1,Action,1945,2,1,1945-02
7.3,0.0,1,Drama,1945,2,1,1945-02
6.4,0.0,2,Drama,1945,3,1,1945-03
6.8,0.0,1,Horror,1945,3,1,1945-03
7.5,0.0,1,Fantasy,1945,3,1,1945-03
6.6,0.0,1,Romance,1945,4,1,1945-04
7.0,0.0,1,Drama,1945,4,1,1945-04
6.8,0.0,1,Thriller,1945,5,1,1945-05
6.4,0.0,1,War,1945,5,1,1945-05
6.5,0.0,1,Comedy,1945,6,1,1945-06
6.7,0.0,1,Fantasy,1945,6,1,1945-06
6.5,0.0,1,Horror,1945,6,1,1945-06
8.0,0.0,1,War,1945,7,1,1945-07
7.3,0.0,1,Drama,1945,7,1,1945-07
6.9,0.0,1,Animation,1945,7,1,1945-07
6.2,0.0,1,Thriller,1945,7,1,1945-07
6.4,0.0,2,Comedy,1945,7,1,1945-07
6.1,0.0,1,Crime,1945,8,1,1945-08
6.2,0.0,1,Music,1945,8,1,1945-08
7.75,0.0,2,Drama,1945,9,1,1945-09
7.4,5638000.0,1,Crime,1945,9,1,1945-09
6.8,0.0,1,Comedy,1945,9,1,1945-09
6.2,0.0,1,Comedy,1945,10,1,1945-10
6.6,0.0,1,Mystery,1945,10,1,1945-10
6.7,0.0,1,Crime,1945,10,1,1945-10
7.0,0.0,1,Drama,1945,10,1,1945-10
7.05,2750000.0,4,Drama,1945,11,1,1945-11
7.3,0.0,1,Crime,1945,11,1,1945-11
7.140000000000001,6249677.2,5,Drama,1945,12,1,1945-12
8.0,0.0,1,Documentary,1945,12,1,1945-12
7.1,0.0,1,Comedy,1945,12,1,1945-12
6.5,0.0,1,Mystery,1945,12,1,1945-12
6.6,0.0,1,Romance,1945,12,1,1945-12
6.2,0.0,1,Thriller,1946,1,1,1946-01
7.4,0.0,1,Drama,1946,1,1,1946-01
6.1,0.0,1,Western,1946,1,1,1946-01
7.0,0.0,1,Romance,1946,1,1,1946-01
6.6,0.0,1,Crime,1946,2,1,1946-02
6.5,0.0,1,Comedy,1946,2,1,1946-02
6.6,0.0,1,Adventure,1946,2,1,1946-02
7.366666666666667,0.0,3,Drama,1946,2,1,1946-02
6.3,0.0,1,Horror,1946,3,1,1946-03
6.5,0.0,1,Comedy,1946,3,1,1946-03
7.0,0.0,2,Drama,1946,4,1,1946-04
6.75,0.0,2,Crime,1946,4,1,1946-04
7.0,0.0,1,Drama,1946,5,1,1946-05
6.1,0.0,1,Horror,1946,5,1,1946-05
6.433333333333334,0.0,3,Crime,1946,5,1,1946-05
2.8,0.0,1,Romance,1946,5,1,1946-05
7.3,0.0,1,Comedy,1946,5,1,1946-05
7.0,0.0,1,Crime,1946,6,1,1946-06
7.166666666666667,0.0,3,Drama,1946,7,1,1946-07
6.8,0.0,1,Western,1946,7,1,1946-07
6.9,0.0,1,Animation,1946,7,1,1946-07
6.3,0.0,1,Comedy,1946,7,1,1946-07
7.15,0.0,2,Comedy,1946,8,1,1946-08
7.8,24464742.0,1,Thriller,1946,8,1,1946-08
7.0,0.0,3,Crime,1946,8,1,1946-08
8.0,0.0,1,Fantasy,1946,8,1,1946-08
6.75,0.0,2,Drama,1946,9,1,1946-09
7.0,0.0,1,Music,1946,9,1,1946-09
6.3,0.0,1,Thriller,1946,10,1,1946-10
6.3,0.0,1,Crime,1946,10,1,1946-10
6.3,0.0,1,Comedy,1946,10,1,1946-10
6.7375,0.0,8,Drama,1946,10,1,1946-10
6.9,0.0,1,Family,1946,11,1,1946-11
6.6,0.0,2,Crime,1946,11,1,1946-11
7.166666666666667,5549020.666666667,6,Drama,1946,12,1,1946-12
6.2,20400000.0,1,Western,1946,12,1,1946-12
6.8,0.0,1,Thriller,1946,12,1,1946-12
7.0,0.0,1,Documentary,1946,12,1,1946-12
7.6,0.0,1,History,1946,12,1,1946-12
6.35,0.0,2,Thriller,1947,1,1,1947-01
7.033333333333334,0.0,3,Drama,1947,1,1,1947-01
8.3,0.0,1,Adventure,1947,1,1,1947-01
6.6,0.0,1,Romance,1947,2,1,1947-02
6.8,0.0,1,Crime,1947,2,1,1947-02
6.3,0.0,1,Western,1947,2,1,1947-02
6.5,0.0,1,Comedy,1947,3,1,1947-03
6.2,0.0,1,Romance,1947,3,1,1947-03
6.9,0.0,5,Comedy,1947,4,1,1947-04
7.6,0.0,1,Animation,1947,4,1,1947-04
6.6,0.0,2,Drama,1947,4,1,1947-04
6.5,0.0,1,Western,1947,5,1,1947-05
6.949999999999999,0.0,2,Comedy,1947,5,1,1947-05
6.333333333333333,0.0,3,Crime,1947,5,1,1947-05
7.1,0.0,1,Drama,1947,6,1,1947-06
7.449999999999999,0.0,2,Crime,1947,6,1,1947-06
7.3,0.0,1,Fantasy,1947,6,1,1947-06
6.2,0.0,1,Mystery,1947,7,1,1947-07
6.8,0.0,1,Drama,1947,7,1,1947-07
6.1,0.0,1,Crime,1947,7,1,1947-07
8.366666666666667,0.0,3,Comedy,1947,7,1,1947-07
6.5,0.0,2,Comedy,1947,8,1,1947-08
6.2,0.0,1,Animation,1947,9,1,1947-09
6.65,0.0,2,Comedy,1947,9,1,1947-09
7.2,0.0,1,Crime,1947,9,1,1947-09
6.6,0.0,1,Drama,1947,9,1,1947-09
7.2,0.0,1,Unknown,1947,9,1,1947-09
7.8,152961.0,1,Crime,1947,10,1,1947-10
6.566666666666666,0.0,3,Comedy,1947,10,1,1947-10
7.1,0.0,2,Drama,1947,10,1,1947-10
7.028571428571429,1114285.7142857143,7,Drama,1947,11,1,1947-11
7.2,0.0,1,Thriller,1947,11,1,1947-11
6.8,0.0,1,Crime,1947,11,1,1947-11
6.533333333333334,0.0,3,Comedy,1947,12,1,1947-12
7.2,0.0,1,Crime,1947,12,1,1947-12
6.9,0.0,5,Drama,1947,12,1,1947-12
7.0,0.0,2,Action,1947,12,1,1947-12
6.4,0.0,1,Thriller,1947,12,1,1947-12
6.8,0.0,1,Animation,1948,1,1,1948-01
6.1,0.0,1,Comedy,1948,1,1,1948-01
7.9,4307000.0,1,Action,1948,1,1,1948-01
6.2,0.0,1,Drama,1948,1,1,1948-01
6.7,0.0,1,Drama,1948,2,1,1948-02
6.8,0.0,1,Crime,1948,2,1,1948-02
7.1,0.0,1,Action,1948,2,1,1948-02
7.2,0.0,1,Crime,1948,3,1,1948-03
6.8,3000000.0,1,Western,1948,3,1,1948-03
6.733333333333333,0.0,3,Drama,1948,3,1,1948-03
6.7,0.0,1,Comedy,1948,3,1,1948-03
7.0,0.0,1,Comedy,1948,4,1,1948-04
7.9,0.0,2,Drama,1948,4,1,1948-04
6.5,0.0,1,Crime,1948,4,1,1948-04
6.8,0.0,1,Romance,1948,5,1,1948-05
6.3,0.0,1,Music,1948,5,1,1948-05
7.2,0.0,1,Crime,1948,5,1,1948-05
6.75,0.0,2,Thriller,1948,6,1,1948-06
7.0,0.0,2,Adventure,1948,6,1,1948-06
7.300000000000001,0.0,2,Comedy,1948,6,1,1948-06
6.6,2956000.0,1,Music,1948,6,1,1948-06
7.6,0.0,1,Crime,1948,7,1,1948-07
6.5,0.0,2,Comedy,1948,7,1,1948-07
7.199999999999999,0.0,2,Drama,1948,7,1,1948-07
7.8,2200000.0,1,Crime,1948,8,1,1948-08
6.933333333333334,0.0,3,Drama,1948,8,1,1948-08
6.449999999999999,0.0,2,Comedy,1948,8,1,1948-08
7.3,9012000.0,1,Western,1948,8,1,1948-08
6.1,0.0,1,Crime,1948,9,1,1948-09
6.975,0.0,8,Drama,1948,9,1,1948-09
6.1,0.0,1,Fantasy,1948,9,1,1948-09
8.3,0.0,1,Comedy,1948,10,1,1948-10
6.4,0.0,1,Action,1948,10,1,1948-10
6.3,0.0,1,Romance,1948,10,1,1948-10
6.866666666666667,0.0,3,Drama,1948,10,1,1948-10
6.3,0.0,1,Animation,1948,11,1,1948-11
7.7,0.0,1,Adventure,1948,11,1,1948-11
6.9,90428.0,4,Drama,1948,11,1,1948-11
6.7,0.0,3,Comedy,1948,12,1,1948-12
7.0,0.0,2,Crime,1948,12,1,1948-12
7.0,0.0,2,War,1948,12,1,1948-12
6.199999999999999,1420500.0,2,Action,1948,12,1,1948-12
6.7,0.0,3,Drama,1948,12,1,1948-12
7.5,0.0,2,Comedy,1949,1,1,1949-01
6.333333333333333,0.0,3,Crime,1949,1,1,1949-01
6.975,0.0,4,Drama,1949,1,1,1949-01
8.0,0.0,1,Documentary,1949,1,1,1949-01
6.6,0.0,1,War,1949,2,1,1949-02
7.2,0.0,3,Drama,1949,2,1,1949-02
6.1,0.0,1,Mystery,1949,2,1,1949-02
6.4,0.0,1,Western,1949,2,1,1949-02
7.5,0.0,2,Crime,1949,3,1,1949-03
6.9,0.0,1,Comedy,1949,3,1,1949-03
7.15,0.0,2,Drama,1949,3,1,1949-03
6.8,0.0,1,Crime,1949,4,1,1949-04
6.733333333333333,0.0,3,Drama,1949,4,1,1949-04
6.8,0.0,1,Animation,1949,4,1,1949-04
6.9,0.0,2,Comedy,1949,5,1,1949-05
6.2,0.0,1,Action,1949,5,1,1949-05
5.3,0.0,2,Drama,1949,5,1,1949-05
7.033333333333334,0.0,3,Comedy,1949,6,1,1949-06
6.7,0.0,1,Crime,1949,6,1,1949-06
6.2,0.0,4,Drama,1949,6,1,1949-06
6.7,0.0,1,Comedy,1949,7,1,1949-07
6.3,0.0,1,Romance,1949,7,1,1949-07
6.4,0.0,1,Crime,1949,7,1,1949-07
6.9,0.0,1,Drama,1949,7,1,1949-07
7.6,298174.5,2,Thriller,1949,8,1,1949-08
6.5,0.0,2,Comedy,1949,8,1,1949-08
6.7,0.0,1,Crime,1949,8,1,1949-08
6.5,0.0,1,Drama,1949,8,1,1949-08
7.1,0.0,1,Comedy,1949,9,1,1949-09
7.3,0.0,4,Drama,1949,9,1,1949-09
7.0,0.0,1,Animation,1949,9,1,1949-09
7.8,0.0,1,Crime,1949,9,1,1949-09
6.4,0.0,1,Horror,1949,10,1,1949-10
6.7,0.0,4,Crime,1949,10,1,1949-10
6.94,0.0,5,Drama,1949,10,1,1949-10
6.8,0.0,1,Comedy,1949,10,1,1949-10
7.0,0.0,1,Unknown,1949,10,1,1949-10
7.1,5400000.0,1,Western,1949,10,1,1949-10
7.05,0.0,2,Drama,1949,11,1,1949-11
6.4,0.0,1,Action,1949,11,1,1949-11
6.8,0.0,3,Comedy,1949,11,1,1949-11
6.7,0.0,1,Crime,1949,11,1,1949-11
7.0,3225000.0,1,War,1949,12,1,1949-12
6.433333333333334,3833333.3333333335,3,Drama,1949,12,1,1949-12
6.633333333333333,0.0,3,Comedy,1949,12,1,1949-12
7.8,0.0,1,Crime,1949,12,1,1949-12
6.2,7800000.0,1,Action,1949,12,1,1949-12
6.9,0.0,1,Thriller,1949,12,1,1949-12
6.4,0.0,2,Comedy,1950,1,1,1950-01
8.15,0.0,2,Unknown,1950,1,1,1950-01
6.833333333333333,0.0,3,Crime,1950,1,1,1950-01
6.8,0.0,1,Crime,1950,2,1,1950-02
7.0,0.0,1,Comedy,1950,2,1,1950-02
6.5,0.0,1,War,1950,2,1,1950-02
7.05,0.0,2,Drama,1950,2,1,1950-02
6.8,0.0,1,Thriller,1950,2,1,1950-02
6.5,0.0,1,Music,1950,3,1,1950-03
7.1,0.0,2,Drama,1950,3,1,1950-03
7.5,0.0,1,History,1950,3,1,1950-03
7.199999999999999,131795707.5,2,Family,1950,3,1,1950-03
6.6,0.0,1,Drama,1950,4,1,1950-04
6.3,0.0,1,Thriller,1950,4,1,1950-04
6.35,0.0,2,Action,1950,4,1,1950-04
6.8,0.0,1,Comedy,1950,5,1,1950-05
7.15,0.0,2,Drama,1950,5,1,1950-05
6.85,0.0,2,Crime,1950,5,1,1950-05
7.4,4000000.0,2,Action,1950,5,1,1950-05
6.1,0.0,1,Science Fiction,1950,6,1,1950-06
6.7,0.0,1,Western,1950,6,1,1950-06
6.8,0.0,2,Drama,1950,6,1,1950-06
6.5,0.0,1,Crime,1950,6,1,1950-06
6.449999999999999,0.0,2,Comedy,1950,6,1,1950-06
6.5,0.0,1,Action,1950,7,1,1950-07
7.5,0.0,1,Western,1950,7,1,1950-07
7.1,0.0,2,Crime,1950,7,1,1950-07
6.3,0.0,2,Drama,1950,7,1,1950-07
6.65,0.0,2,Adventure,1950,7,1,1950-07
6.7,0.0,1,Comedy,1950,8,1,1950-08
6.5,0.0,1,Music,1950,8,1,1950-08
7.233333333333333,1666666.6666666667,3,Drama,1950,8,1,1950-08
7.6,0.0,1,Unknown,1950,9,1,1950-09
7.3,0.0,3,Comedy,1950,9,1,1950-09
6.9,0.0,1,War,1950,9,1,1950-09
7.75,0.0,2,Drama,1950,9,1,1950-09
6.5,0.0,1,Thriller,1950,9,1,1950-09
6.925,0.0,4,Drama,1950,10,1,1950-10
7.7,0.0,1,Comedy,1950,10,1,1950-10
6.6,0.0,1,Romance,1950,10,1,1950-10
6.3,0.0,1,War,1950,11,1,1950-11
7.65,31731.5,2,Drama,1950,11,1,1950-11
6.4,0.0,2,Comedy,1950,11,1,1950-11
7.35,0.0,2,Crime,1950,11,1,1950-11
6.8,0.0,1,Western,1950,11,1,1950-11
6.6,0.0,1,Romance,1950,12,1,1950-12
6.6,0.0,1,Comedy,1950,12,1,1950-12
7.0,0.0,1,Family,1950,12,1,1950-12
6.5,0.0,1,Action,1950,12,1,1950-12
7.3,48284.0,2,Crime,1950,12,1,1950-12
6.2,0.0,1,History,1950,12,1,1950-12
6.68,0.0,5,Comedy,1951,1,1,1951-01
6.449999999999999,0.0,2,Drama,1951,1,1,1951-01
6.5,0.0,1,Comedy,1951,2,1,1951-02
7.359999999999999,0.0,5,Drama,1951,2,1,1951-02
6.5,0.0,1,Fantasy,1951,2,1,1951-02
7.0,0.0,1,Unknown,1951,2,1,1951-02
6.65,0.0,2,Crime,1951,2,1,1951-02
7.199999999999999,0.0,2,Comedy,1951,3,1,1951-03
6.5,0.0,1,Action,1951,3,1,1951-03
6.640000000000001,0.0,5,Drama,1951,4,1,1951-04
6.4,0.0,1,Romance,1951,4,1,1951-04
6.9,0.0,1,Horror,1951,4,1,1951-04
6.2,0.0,1,Action,1951,4,1,1951-04
7.5,0.0,3,Comedy,1951,4,1,1951-04
6.4,0.0,1,Fantasy,1951,4,1,1951-04
6.5,0.0,1,War,1951,4,1,1951-04
8.0,0.0,1,Thriller,1951,4,1,1951-04
7.6,0.0,1,Animation,1951,5,1,1951-05
6.3,0.0,1,War,1951,5,1,1951-05
7.3,0.0,1,Romance,1951,5,1,1951-05
6.7,260000.0,5,Drama,1951,6,1,1951-06
6.3,0.0,1,Horror,1951,6,1,1951-06
7.449999999999999,3500000.0,2,Crime,1951,6,1,1951-06
7.0,0.0,1,Western,1951,6,1,1951-06
7.3,0.0,2,Comedy,1951,6,1,1951-06
7.0,572000000.0,1,Animation,1951,7,1,1951-07
6.95,5500000.0,2,Music,1951,7,1,1951-07
6.3,0.0,1,Comedy,1951,7,1,1951-07
6.5,0.0,1,Western,1951,8,1,1951-08
6.6,2250000.0,2,Drama,1951,8,1,1951-08
6.75,0.0,2,Comedy,1951,8,1,1951-08
6.45,0.0,2,Action,1951,8,1,1951-08
6.5,0.0,1,Mystery,1951,8,1,1951-08
7.125,2000000.0,4,Drama,1951,9,1,1951-09
7.033333333333334,1183333.3333333333,3,Drama,1951,10,1,1951-10
6.4,0.0,2,Comedy,1951,10,1,1951-10
7.6,0.0,1,Romance,1951,10,1,1951-10
6.4,0.0,1,Action,1951,10,1,1951-10
7.1,0.0,1,Adventure,1951,10,1,1951-10
6.45,0.0,2,Crime,1951,11,1,1951-11
6.1,0.0,1,Action,1951,11,1,1951-11
7.279999999999999,6000000.0,5,Drama,1951,11,1,1951-11
7.0,0.0,2,Comedy,1951,11,1,1951-11
6.6,0.0,1,Drama,1951,12,1,1951-12
7.4,10750000.0,1,Adventure,1951,12,1,1951-12
7.0,0.0,1,Unknown,1951,12,1,1951-12
7.4,0.0,1,Comedy,1951,12,1,1951-12
6.5,0.0,1,Crime,1951,12,1,1951-12
6.2,0.0,1,Western,1952,1,1,1952-01
6.75,18000000.0,2,Action,1952,1,1,1952-01
7.1000000000000005,0.0,3,Comedy,1952,1,1,1952-01
6.5,0.0,1,Thriller,1952,1,1,1952-01
7.5,0.0,4,Drama,1952,1,1,1952-01
6.766666666666667,0.0,3,Drama,1952,2,1,1952-02
6.7,0.0,1,Crime,1952,2,1,1952-02
7.0,0.0,3,Comedy,1952,2,1,1952-02
7.2,0.0,1,Animation,1952,2,1,1952-02
6.8,0.0,1,Western,1952,2,1,1952-02
6.6,0.0,1,History,1952,2,1,1952-02
6.9,4000000.0,2,Western,1952,3,1,1952-03
7.6,0.0,1,Comedy,1952,3,1,1952-03
6.9,0.0,1,Crime,1952,3,1,1952-03
7.9,7200000.0,1,Comedy,1952,4,1,1952-04
7.6,0.0,1,Crime,1952,4,1,1952-04
6.5,0.0,3,Crime,1952,5,1,1952-05
7.3,5094.0,2,Drama,1952,5,1,1952-05
7.1,0.0,1,Comedy,1952,5,1,1952-05
7.1,3373000.0,2,Action,1952,5,1,1952-05
6.5,0.0,1,Action,1952,6,1,1952-06
6.8,0.0,1,Drama,1952,6,1,1952-06
6.4,0.0,2,Drama,1952,7,1,1952-07
6.75,0.0,2,Comedy,1952,7,1,1952-07
6.3,0.0,1,Thriller,1952,7,1,1952-07
6.875,0.0,4,Drama,1952,8,1,1952-08
6.55,0.0,2,Action,1952,8,1,1952-08
7.3,0.0,1,Drama,1952,9,1,1952-09
6.9,0.0,1,Action,1952,9,1,1952-09
6.9,1000000.0,2,Comedy,1952,9,1,1952-09
10.0,0.0,1,Western,1952,9,1,1952-09
6.95,0.0,2,Romance,1952,9,1,1952-09
7.1,0.0,1,Animation,1952,9,1,1952-09
6.3,0.0,1,Action,1952,10,1,1952-10
8.0,0.0,1,Comedy,1952,10,1,1952-10
7.8,27620.0,2,Drama,1952,10,1,1952-10
8.0,0.0,1,Thriller,1952,10,1,1952-10
7.0,0.0,1,Adventure,1952,10,1,1952-10
8.0,0.0,1,Documentary,1952,11,1,1952-11
7.0,0.0,1,Crime,1952,11,1,1952-11
7.0,0.0,1,Animation,1952,11,1,1952-11
6.7,0.0,1,Music,1952,12,1,1952-12
6.6,0.0,2,Crime,1952,12,1,1952-12
6.2,0.0,1,Adventure,1952,12,1,1952-12
6.7,0.0,1,Mystery,1952,12,1,1952-12
7.3,0.0,1,History,1952,12,1,1952-12
6.3,0.0,1,Documentary,1952,12,1,1952-12
6.4,0.0,1,Romance,1952,12,1,1952-12
6.6000000000000005,0.0,3,Action,1952,12,1,1952-12
7.216666666666666,0.0,6,Drama,1952,12,1,1952-12
6.5,0.0,2,Comedy,1952,12,1,1952-12
6.7,8500000.0,1,Crime,1953,1,1,1953-01
6.7,0.0,1,Action,1953,1,1,1953-01
7.85,0.0,2,Unknown,1953,1,1,1953-01
6.1,0.0,1,Thriller,1953,2,1,1953-02
7.0,0.0,1,Crime,1953,2,1,1953-02
7.65,43702325.5,2,Animation,1953,2,1,1953-02
6.6,0.0,1,Action,1953,2,1,1953-02
7.3,0.0,3,Drama,1953,2,1,1953-02
7.3,0.0,1,Comedy,1953,2,1,1953-02
6.2,0.0,1,Crime,1953,3,1,1953-03
6.975,0.0,4,Drama,1953,3,1,1953-03
7.3,0.0,1,Music,1953,3,1,1953-03
6.8,0.0,1,War,1953,3,1,1953-03
7.3,0.0,1,Comedy,1953,3,1,1953-03
8.1,0.0,1,Fantasy,1953,3,1,1953-03
7.0,23800000.0,1,Crime,1953,4,1,1953-04
7.166666666666667,6666666.666666667,3,Drama,1953,4,1,1953-04
6.6,0.0,2,Comedy,1953,4,1,1953-04
7.366666666666667,0.0,3,Drama,1953,5,1,1953-05
5.300000000000001,0.0,2,Action,1953,5,1,1953-05
7.0,0.0,4,Comedy,1953,5,1,1953-05
6.2,0.0,1,Horror,1953,5,1,1953-05
7.6,0.0,1,Documentary,1953,5,1,1953-05
7.333333333333333,0.0,3,Drama,1953,6,1,1953-06
6.4,0.0,1,Crime,1953,6,1,1953-06
6.7,5000000.0,1,Adventure,1953,6,1,1953-06
7.1,0.0,2,Comedy,1953,6,1,1953-06
6.6,0.0,2,Comedy,1953,7,1,1953-07
6.8,0.0,2,Drama,1953,7,1,1953-07
6.7,0.0,1,Family,1953,7,1,1953-07
7.7,0.0,1,Animation,1953,7,1,1953-07
7.8,0.0,1,Thriller,1953,7,1,1953-07
6.0,0.0,1,Drama,1953,8,1,1953-08
6.85,15250000.0,2,War,1953,8,1,1953-08
6.4,0.0,1,Western,1953,8,1,1953-08
7.225,0.0,4,Comedy,1953,8,1,1953-08
7.1,0.0,1,Animation,1953,8,1,1953-08
6.8,2000000.0,1,Horror,1953,8,1,1953-08
6.1,0.0,1,Adventure,1953,9,1,1953-09
7.25,6000000.0,2,Comedy,1953,9,1,1953-09
7.166666666666667,12000000.0,3,Drama,1953,9,1,1953-09
6.8,0.0,1,Unknown,1953,9,1,1953-09
7.25,0.0,2,Crime,1953,10,1,1953-10
6.2,0.0,1,Adventure,1953,10,1,1953-10
6.9,0.0,1,Comedy,1953,10,1,1953-10
6.6,0.0,1,History,1953,10,1,1953-10
7.3,0.0,1,Drama,1953,10,1,1953-10
7.099999999999999,0.0,3,Drama,1953,11,1,1953-11
6.5,0.0,2,Action,1953,11,1,1953-11
6.8,0.0,2,Thriller,1953,11,1,1953-11
6.2,0.0,1,Crime,1953,11,1,1953-11
6.8,0.0,1,Music,1953,11,1,1953-11
6.3,0.0,1,Western,1953,11,1,1953-11
6.4,0.0,1,Documentary,1953,11,1,1953-11
6.733333333333334,0.0,3,Drama,1953,12,1,1953-12
6.75,0.0,2,Romance,1953,12,1,1953-12
6.8,0.0,1,Drama,1954,1,1,1954-01
6.6,0.0,1,History,1954,1,1,1954-01
7.720000000000001,0.0,5,Comedy,1954,1,1,1954-01
6.5,0.0,1,Crime,1954,1,1,1954-01
6.4,0.0,1,Adventure,1954,1,1,1954-01
6.7,0.0,1,Mystery,1954,1,1,1954-01
6.949999999999999,0.0,2,Comedy,1954,2,1,1954-02
6.5,0.0,1,Drama,1954,2,1,1954-02
6.7,0.0,1,Crime,1954,2,1,1954-02
6.2,0.0,1,Comedy,1954,3,1,1954-03
7.3,0.0,1,History,1954,3,1,1954-03
8.7,0.0,1,Drama,1954,3,1,1954-03
6.7,1300000.0,1,Adventure,1954,3,1,1954-03
6.65,0.0,2,Action,1954,3,1,1954-03
6.166666666666667,0.0,3,Crime,1954,3,1,1954-03
6.6,0.0,1,Crime,1954,4,1,1954-04
6.75,0.0,2,Comedy,1954,4,1,1954-04
7.6499999999999995,135920.5,2,Action,1954,4,1,1954-04
6.3,0.0,1,Adventure,1954,4,1,1954-04
7.1,0.0,1,Horror,1954,5,1,1954-05
6.833333333333333,0.0,3,Drama,1954,5,1,1954-05
6.7,0.0,1,Music,1954,5,1,1954-05
7.9,3000000.0,1,Crime,1954,5,1,1954-05
6.4,0.0,1,Action,1954,6,1,1954-06
7.6,5437500.0,4,Drama,1954,6,1,1954-06
6.1,0.0,1,Animation,1954,6,1,1954-06
7.5,0.0,1,Romance,1954,6,1,1954-06
